owner,name,stars,forks,language,release_count,contributors,avg_release_interval,release_type,reason
vim,vim,39215,5857,Vim Script,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
Dogfalo,materialize,39138,4687,JavaScript,41,30600,35.5,NOT_ELIGIBLE,Intervalo inadequado (35.5 dias)
aria2,aria2,39131,3766,C++,24,7400,134.5,SLOW,134.5 dias entre releases
janhq,jan,39129,2363,TypeScript,92,12100,11.0,RAPID,11.0 dias entre releases
go-gorm,gorm,39078,4118,Go,11,0,0,NOT_ELIGIBLE,Poucas releases (11)
juspay,hyperswitch,39057,4515,Rust,149,24100,10.7,RAPID,10.7 dias entre releases
fastapi,full-stack-fastapi-template,38883,7514,TypeScript,10,0,0,NOT_ELIGIBLE,Poucas releases (10)
siyuan-note,siyuan,38833,2384,TypeScript,832,8700,2.4,NOT_ELIGIBLE,Intervalo inadequado (2.4 dias)
trpc,trpc,38814,1429,TypeScript,222,48500,10.3,RAPID,10.3 dias entre releases
photoprism,photoprism,38697,2161,Go,78,18700,22.1,RAPID,22.1 dias entre releases
calcom,cal.com,38679,10957,TypeScript,559,84700,3.4,NOT_ELIGIBLE,Intervalo inadequado (3.4 dias)
Zie619,n8n-workflows,38675,3672,Python,1,0,0,NOT_ELIGIBLE,Poucas releases (1)
suno-ai,bark,38655,4650,Jupyter Notebook,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
google,styleguide,38642,12997,HTML,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
NanmiCoder,MediaCrawler,38642,8766,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
QuivrHQ,quivr,38579,3684,Python,354,11900,3.0,NOT_ELIGIBLE,Intervalo inadequado (3.0 dias)
payloadcms,payload,38572,3062,TypeScript,535,46300,4.5,NOT_ELIGIBLE,Intervalo inadequado (4.5 dias)
phaserjs,phaser,38567,7126,JavaScript,172,66200,26.7,RAPID,26.7 dias entre releases
DataExpert-io,data-engineer-handbook,38482,7396,Jupyter Notebook,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
karanpratapsingh,system-design,38482,4752,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
freefq,free,38455,5690,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
impress,impress.js,38411,6636,JavaScript,15,0,0,NOT_ELIGIBLE,Poucas releases (15)
koalaman,shellcheck,38377,1883,Haskell,30,16900,171.9,SLOW,171.9 dias entre releases
appsmithorg,appsmith,38368,4329,TypeScript,295,37400,6.8,RAPID,6.8 dias entre releases
goabstract,Awesome-Design-Tools,38357,2166,JavaScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
usebruno,bruno,38329,1948,JavaScript,147,39200,9.2,RAPID,9.2 dias entre releases
gofiber,fiber,38326,1891,Go,129,42400,16.7,RAPID,16.7 dias entre releases
google,leveldb,38303,8069,C++,21,7300,162.2,SLOW,162.2 dias entre releases
milvus-io,milvus,38284,3496,Go,137,33500,17.4,RAPID,17.4 dias entre releases
Aider-AI,aider,38229,3644,Python,93,17500,8.5,RAPID,8.5 dias entre releases
novuhq,novu,38146,4160,TypeScript,82,48500,30.1,RAPID,30.1 dias entre releases
PhilJay,MPAndroidChart,38145,9056,Java,44,8100,44.4,NOT_ELIGIBLE,Intervalo inadequado (44.4 dias)
preactjs,preact,38131,2028,JavaScript,232,36600,18.2,RAPID,18.2 dias entre releases
2noise,ChatTTS,38103,4132,Python,6,0,0,NOT_ELIGIBLE,Poucas releases (6)
zbezj,HEU_KMS_Activator,37946,3674,Unknown,48,100,445.7,SLOW,445.7 dias entre releases
gto76,python-cheatsheet,37901,6686,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
ghostty-org,ghostty,37894,1215,Zig,1,0,0,NOT_ELIGIBLE,Poucas releases (1)
facebookresearch,faiss,37797,4097,C++,20,25600,142.8,SLOW,142.8 dias entre releases
freeCodeCamp,devdocs,37757,2516,Ruby,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
ant-design,ant-design-pro,37630,8217,TypeScript,26,36000,73.4,SLOW,73.4 dias entre releases
istio,istio,37596,8121,Go,406,136400,9.6,RAPID,9.6 dias entre releases
lapce,lapce,37584,1193,Rust,34,18800,44.9,NOT_ELIGIBLE,Intervalo inadequado (44.9 dias)
zen-browser,desktop,37575,1143,C++,132,16600,4.3,NOT_ELIGIBLE,Intervalo inadequado (4.3 dias)
FreeCodeCampChina,freecodecamp.cn,37546,1402,CSS,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
LAION-AI,Open-Assistant,37487,3300,Python,127,30600,6.3,RAPID,6.3 dias entre releases
Kong,insomnia,37469,2165,TypeScript,534,34800,9.9,RAPID,9.9 dias entre releases
naptha,tesseract.js,37450,2345,JavaScript,56,8500,68.5,SLOW,68.5 dias entre releases
google,googletest,37407,10572,C++,11,0,0,NOT_ELIGIBLE,Poucas releases (11)
denysdovhan,wtfjs,37388,2667,JavaScript,25,8700,59.7,NOT_ELIGIBLE,Intervalo inadequado (59.7 dias)
dotnet,aspnetcore,37353,10483,C#,264,153600,17.9,RAPID,17.9 dias entre releases
chatboxai,chatbox,37312,3774,TypeScript,50,5800,25.0,RAPID,25.0 dias entre releases
eugenp,tutorials,37290,54035,Java,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
halo-dev,halo,37222,10127,Java,228,15700,13.1,RAPID,13.1 dias entre releases
mudler,LocalAI,37215,2937,Go,90,15200,11.1,RAPID,11.1 dias entre releases
TencentARC,GFPGAN,37194,6225,Python,8,0,0,NOT_ELIGIBLE,Poucas releases (8)
nushell,nushell,37163,1959,Rust,113,80600,20.1,RAPID,20.1 dias entre releases
imputnet,cobalt,37123,3066,Svelte,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
huihut,interview,37091,8127,C++,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
mindsdb,mindsdb,37066,5957,Python,319,87800,9.4,RAPID,9.4 dias entre releases
NervJS,taro,37052,4875,TypeScript,203,78800,11.1,RAPID,11.1 dias entre releases
HeyPuter,puter,37051,3152,JavaScript,8,0,0,NOT_ELIGIBLE,Poucas releases (8)
0voice,interview_internal_reference,37043,9447,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
inkonchain,docs,36957,442,MDX,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
vlang,v,36949,2209,V,286,87200,8.1,RAPID,8.1 dias entre releases
httpie,cli,36938,3782,Python,47,17300,112.3,SLOW,112.3 dias entre releases
inkonchain,node,36920,629,Shell,6,0,0,NOT_ELIGIBLE,Poucas releases (6)
ToolJet,ToolJet,36863,4870,JavaScript,370,65600,5.7,RAPID,5.7 dias entre releases
exacity,deeplearningbook-chinese,36860,9169,TeX,7,0,0,NOT_ELIGIBLE,Poucas releases (7)
rapid7,metasploit-framework,36835,14603,Ruby,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
inkonchain,ink-kit,36828,425,TypeScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
alibaba,arthas,36826,7603,Java,61,22200,47.7,NOT_ELIGIBLE,Intervalo inadequado (47.7 dias)
satwikkansal,wtfpython,36776,2673,Python,2,0,0,NOT_ELIGIBLE,Poucas releases (2)
openai,gym,36744,8713,Python,19,0,0,NOT_ELIGIBLE,Poucas releases (19)
babysor,MockingBird,36739,5272,Python,1,0,0,NOT_ELIGIBLE,Poucas releases (1)
AobingJava,JavaFamily,36705,7801,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
google-research,google-research,36664,8231,Jupyter Notebook,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
twentyhq,twenty,36633,4498,TypeScript,51,52100,16.8,RAPID,16.8 dias entre releases
open-guides,og-aws,36439,3902,Shell,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
chatchat-space,Langchain-Chatchat,36438,6053,Python,31,17300,16.3,RAPID,16.3 dias entre releases
docker,compose,36429,5546,Go,269,23800,16.7,RAPID,16.7 dias entre releases
shadowsocks,shadowsocks-android,36366,11557,Kotlin,185,5200,20.9,RAPID,20.9 dias entre releases
charmbracelet,bubbletea,36308,1021,Go,69,14200,28.7,RAPID,28.7 dias entre releases
kilimchoi,engineering-blogs,36284,1897,Ruby,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
date-fns,date-fns,36264,1866,TypeScript,122,41700,31.0,RAPID,31.0 dias entre releases
upstash,context7,36244,1789,JavaScript,22,9300,10.4,RAPID,10.4 dias entre releases
lerna,lerna,36040,2279,TypeScript,245,36300,19.0,RAPID,19.0 dias entre releases
opentofu,manifesto,36032,1062,HTML,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
PKUanonym,REKCARC-TSC-UHT,36022,7815,HTML,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
SheetJS,sheetjs,36011,7996,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
formulahendry,955.WLB,35994,1759,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
XingangPan,DragGAN,35987,3443,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
markedjs,marked,35981,3497,JavaScript,160,20700,19.6,RAPID,19.6 dias entre releases
typeorm,typeorm,35980,6452,TypeScript,39,119100,41.5,NOT_ELIGIBLE,Intervalo inadequado (41.5 dias)
pola-rs,polars,35945,2456,Rust,239,62700,6.1,RAPID,6.1 dias entre releases
geekxh,hello-algorithm,35859,6460,Java,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
roboflow,supervision,35814,2992,Python,33,11500,30.1,RAPID,30.1 dias entre releases
hankcs,HanLP,35810,10830,Python,62,4700,63.2,SLOW,63.2 dias entre releases
carbon-app,carbon,35778,1970,JavaScript,215,19600,9.6,RAPID,9.6 dias entre releases
karpathy,nanochat,35776,4115,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
outline,outline,35745,2933,TypeScript,152,22000,19.7,RAPID,19.7 dias entre releases
alebcay,awesome-shell,35739,2446,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
sqlmapproject,sqlmap,35700,6096,Python,10,0,0,NOT_ELIGIBLE,Poucas releases (10)
koajs,koa,35677,3223,JavaScript,14,0,0,NOT_ELIGIBLE,Poucas releases (14)
huggingface,pytorch-image-models,35668,5059,Python,72,18300,35.1,NOT_ELIGIBLE,Intervalo inadequado (35.1 dias)
RSSNext,Folo,35633,1748,TypeScript,78,14500,4.0,NOT_ELIGIBLE,Intervalo inadequado (4.0 dias)
fengdu78,Coursera-ML-AndrewNg-Notes,35579,11074,HTML,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
spacedriveapp,spacedrive,35540,1113,TypeScript,26,11700,21.7,RAPID,21.7 dias entre releases
TeamNewPipe,NewPipe,35529,3306,Java,137,101600,26.5,RAPID,26.5 dias entre releases
airbnb,lottie-android,35510,5440,Java,63,16700,61.0,SLOW,61.0 dias entre releases
alvarotrigo,fullPage.js,35487,7227,JavaScript,105,17000,44.0,NOT_ELIGIBLE,Intervalo inadequado (44.0 dias)
jondot,awesome-react-native,35461,4024,JavaScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
karpathy,LLM101n,35459,1930,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
ManimCommunity,manim,35386,2512,Python,29,46700,59.2,NOT_ELIGIBLE,Intervalo inadequado (59.2 dias)
myshell-ai,OpenVoice,35365,3882,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
junegunn,vim-plug,35359,1953,Vim Script,8,0,0,NOT_ELIGIBLE,Poucas releases (8)
nativefier,nativefier,35322,2246,TypeScript,99,14100,35.1,NOT_ELIGIBLE,Intervalo inadequado (35.1 dias)
llvm,llvm-project,35241,15083,LLVM,142,812100,16.7,RAPID,16.7 dias entre releases
reworkd,AgentGPT,35173,9483,TypeScript,12,0,0,NOT_ELIGIBLE,Poucas releases (12)
PatrickJS,awesome-cursorrules,35158,2983,MDX,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
sahat,hackathon-starter,35135,8202,JavaScript,17,0,0,NOT_ELIGIBLE,Poucas releases (17)
doocs,leetcode,35128,9150,Java,21,19200,87.8,SLOW,87.8 dias entre releases
huiyadanli,RevokeMsgPatcher,35104,3803,C#,21,600,109.7,SLOW,109.7 dias entre releases
unknwon,the-way-to-go_ZH_CN,35073,8581,Go,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
CherryHQ,cherry-studio,35066,3176,TypeScript,222,30000,2.7,NOT_ELIGIBLE,Intervalo inadequado (2.7 dias)
portainer,portainer,35053,2710,TypeScript,167,25500,21.2,RAPID,21.2 dias entre releases
bumptech,glide,34980,6179,Java,54,18700,89.8,SLOW,89.8 dias entre releases
fastify,fastify,34940,2509,JavaScript,300,84800,13.0,RAPID,13.0 dias entre releases
agno-agi,agno,34892,4576,Python,123,33400,2.8,NOT_ELIGIBLE,Intervalo inadequado (2.8 dias)
jaywcjlove,linux-command,34768,6524,Markdown,31,19600,111.6,SLOW,111.6 dias entre releases
BVLC,caffe,34718,18597,C++,14,0,0,NOT_ELIGIBLE,Poucas releases (14)
sorrycc,awesome-javascript,34702,4490,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
drawdb-io,drawdb,34687,2593,JavaScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
exelban,stats,34580,1108,Swift,310,16800,7.5,RAPID,7.5 dias entre releases
netty,netty,34565,16216,Java,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
solidjs,solid,34537,1002,TypeScript,35,18100,58.8,NOT_ELIGIBLE,Intervalo inadequado (58.8 dias)
fxsjy,jieba,34522,6726,Python,9,0,0,NOT_ELIGIBLE,Poucas releases (9)
geekan,HowToLiveLonger,34499,2365,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
mifi,lossless-cut,34476,1623,TypeScript,101,15200,38.0,NOT_ELIGIBLE,Intervalo inadequado (38.0 dias)
typicode,husky,34381,1078,JavaScript,80,13400,35.1,NOT_ELIGIBLE,Intervalo inadequado (35.1 dias)
veggiemonk,awesome-docker,34380,3167,Unknown,1,0,0,NOT_ELIGIBLE,Poucas releases (1)
nodejs,node-v0.x-archive,34366,7286,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
aseprite,aseprite,34358,7490,C++,119,14700,42.1,NOT_ELIGIBLE,Intervalo inadequado (42.1 dias)
chenfei-wu,TaskMatrix,34354,3272,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
deepseek-ai,awesome-deepseek-integration,34349,3844,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
mattermost,mattermost,34336,8113,TypeScript,883,117700,8.6,RAPID,8.6 dias entre releases
jaredpalmer,formik,34332,2794,TypeScript,196,45800,23.7,RAPID,23.7 dias entre releases
xitu,gold-miner,34285,5039,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
anoma,anoma,34276,4100,Elixir,10,0,0,NOT_ELIGIBLE,Poucas releases (10)
geekcomputers,Python,34270,12804,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
ShareX,ShareX,34254,3502,C#,83,28300,56.8,NOT_ELIGIBLE,Intervalo inadequado (56.8 dias)
laravel,framework,34250,11648,PHP,885,467500,5.9,RAPID,5.9 dias entre releases
zenorocha,clipboard.js,34179,3941,JavaScript,42,6300,82.5,SLOW,82.5 dias entre releases
danielmiessler,Fabric,34164,3493,JavaScript,276,21900,5.0,RAPID,5.0 dias entre releases
zsh-users,zsh-autosuggestions,34136,1918,Shell,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
testerSunshine,12306,34125,9729,Python,1,0,0,NOT_ELIGIBLE,Poucas releases (1)
paperless-ngx,paperless-ngx,34066,2126,Python,130,42200,12.0,RAPID,12.0 dias entre releases
atlassian,react-beautiful-dnd,34052,2730,JavaScript,68,13100,32.3,RAPID,32.3 dias entre releases
chatanywhere,GPT_API_free,34019,2421,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
python-poetry,poetry,34007,2380,Python,144,61400,21.9,RAPID,21.9 dias entre releases
YunaiV,ruoyi-vue-pro,33997,7331,Java,48,37600,45.8,NOT_ELIGIBLE,Intervalo inadequado (45.8 dias)
xkcoding,spring-boot-demo,33969,11001,Java,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
duckdb,duckdb,33942,2696,C++,53,61900,43.5,NOT_ELIGIBLE,Intervalo inadequado (43.5 dias)
jax-ml,jax,33895,3230,Python,128,98400,23.4,RAPID,23.4 dias entre releases
TheAlgorithms,JavaScript,33883,5800,JavaScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
CorentinTh,it-tools,33877,4190,Vue,10,0,0,NOT_ELIGIBLE,Poucas releases (10)
ryanhanwu,How-To-Ask-Questions-The-Smart-Way,33864,5752,JavaScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
9001,copyparty,33854,1344,Python,322,7700,7.8,RAPID,7.8 dias entre releases
qbittorrent,qBittorrent,33805,4447,C++,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
halfrost,LeetCode-Go,33739,5765,Go,4,0,0,NOT_ELIGIBLE,Poucas releases (4)
AmruthPillai,Reactive-Resume,33721,3651,TypeScript,99,17400,34.1,RAPID,34.1 dias entre releases
alibaba,easyexcel,33688,7645,Java,14,0,0,NOT_ELIGIBLE,Poucas releases (14)
zxing,zxing,33679,9430,Java,31,18000,158.7,SLOW,158.7 dias entre releases
AFNetworking,AFNetworking,33672,10499,Objective-C,40,37500,65.7,SLOW,65.7 dias entre releases
servo,servo,33667,3336,Rust,1,0,0,NOT_ELIGIBLE,Poucas releases (1)
Blankj,AndroidUtilCode,33664,10704,Java,117,5100,22.4,RAPID,22.4 dias entre releases
shadowsocks,shadowsocks,33643,18376,Python,2,0,0,NOT_ELIGIBLE,Poucas releases (2)
facebookresearch,detectron2,33608,7846,Python,10,0,0,NOT_ELIGIBLE,Poucas releases (10)
xyflow,xyflow,33602,2174,TypeScript,360,13600,9.7,RAPID,9.7 dias entre releases
ehang-io,nps,33594,6019,Go,59,3500,18.6,RAPID,18.6 dias entre releases
SeleniumHQ,selenium,33582,8610,Java,111,92000,40.1,NOT_ELIGIBLE,Intervalo inadequado (40.1 dias)
Pythagora-io,gpt-pilot,33570,3463,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
harness,harness,33556,2877,Go,53,7100,30.8,RAPID,30.8 dias entre releases
vnpy,vnpy,33505,10296,Python,65,15000,55.1,NOT_ELIGIBLE,Intervalo inadequado (55.1 dias)
pbatard,rufus,33482,2857,C,86,21100,58.8,NOT_ELIGIBLE,Intervalo inadequado (58.8 dias)
carbon-language,carbon-lang,33426,1518,C++,486,16300,1.5,NOT_ELIGIBLE,Intervalo inadequado (1.5 dias)
hashicorp,vault,33419,4475,Go,172,161200,17.6,RAPID,17.6 dias entre releases
directus,directus,33415,4449,TypeScript,345,49600,13.0,RAPID,13.0 dias entre releases
CMU-Perceptual-Computing-Lab,openpose,33396,8036,C++,15,0,0,NOT_ELIGIBLE,Poucas releases (15)
alan2207,bulletproof-react,33389,3019,TypeScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
qishibo,AnotherRedisDesktopManager,33366,2680,JavaScript,53,4000,40.6,NOT_ELIGIBLE,Intervalo inadequado (40.6 dias)
ueberdosis,tiptap,33344,2729,TypeScript,928,44600,13.5,RAPID,13.5 dias entre releases
DataTalksClub,data-engineering-zoomcamp,33341,7091,Jupyter Notebook,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
XX-net,XX-Net,33341,7619,Python,390,9400,14.7,RAPID,14.7 dias entre releases
microsoft,qlib,33333,5135,Python,23,14400,84.6,SLOW,84.6 dias entre releases
TheAlgorithms,C-Plus-Plus,33285,7619,C++,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
nextcloud,server,33285,4615,PHP,373,133600,17.0,RAPID,17.0 dias entre releases
lllyasviel,ControlNet,33258,2978,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
refinedev,refine,33194,2795,TypeScript,1000,30600,5.1,RAPID,5.1 dias entre releases
adobe,brackets,33134,7561,JavaScript,69,46100,40.3,NOT_ELIGIBLE,Intervalo inadequado (40.3 dias)
pnpm,pnpm,33102,1222,TypeScript,1000,34200,4.3,NOT_ELIGIBLE,Intervalo inadequado (4.3 dias)
immutable-js,immutable-js,33085,1780,TypeScript,90,23800,60.2,SLOW,60.2 dias entre releases
xinntao,Real-ESRGAN,33074,4130,Python,10,0,0,NOT_ELIGIBLE,Poucas releases (10)
gchq,CyberChef,33049,3721,JavaScript,447,19600,13.1,RAPID,13.1 dias entre releases
gulpjs,gulp,33045,4203,JavaScript,24,26200,230.2,SLOW,230.2 dias entre releases
bilibili,ijkplayer,33035,8225,C,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
lib-pku,libpku,33026,8293,TeX,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
bayandin,awesome-awesomeness,32971,3585,Ruby,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
jqlang,jq,32936,1674,C,15,0,0,NOT_ELIGIBLE,Poucas releases (15)
swc-project,swc,32898,1346,Rust,749,34500,3.9,NOT_ELIGIBLE,Intervalo inadequado (3.9 dias)
shadowsocks,ShadowsocksX-NG,32857,7888,Swift,30,3600,116.9,SLOW,116.9 dias entre releases
mouredev,Hello-Python,32777,2100,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
RVC-Project,Retrieval-based-Voice-Conversion-WebUI,32774,4609,Python,7,0,0,NOT_ELIGIBLE,Poucas releases (7)
explosion,spaCy,32763,4614,Python,129,77600,29.6,RAPID,29.6 dias entre releases
pcottle,learnGitBranching,32719,5918,JavaScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
TriliumNext,Trilium,32713,2169,TypeScript,339,28900,8.6,RAPID,8.6 dias entre releases
vadimdemedes,ink,32618,765,TypeScript,67,14700,52.6,NOT_ELIGIBLE,Intervalo inadequado (52.6 dias)
gkd-kit,gkd,32605,1583,Kotlin,58,600,15.0,RAPID,15.0 dias entre releases
mckaywrigley,chatbot-ui,32589,9401,TypeScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
certbot,certbot,32587,3470,Python,64,54200,33.8,RAPID,33.8 dias entre releases
mpv-player,mpv,32557,3151,C,87,77700,50.7,NOT_ELIGIBLE,Intervalo inadequado (50.7 dias)
SerenityOS,serenity,32555,3271,C++,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
ibraheemdev,modern-unix,32543,816,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
juanfont,headscale,32531,1733,Go,127,22800,14.1,RAPID,14.1 dias entre releases
jingyaogong,minimind,32523,3762,Python,2,0,0,NOT_ELIGIBLE,Poucas releases (2)
balena-io,etcher,32485,2288,TypeScript,289,10500,18.5,RAPID,18.5 dias entre releases
GorvGoyl,Clone-Wars,32459,2868,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
v2fly,v2ray-core,32401,4915,Go,114,16700,20.8,RAPID,20.8 dias entre releases
TabbyML,tabby,32368,1631,Rust,245,11500,4.5,NOT_ELIGIBLE,Intervalo inadequado (4.5 dias)
beego,beego,32314,5627,Go,42,52700,73.9,SLOW,73.9 dias entre releases
exo-explore,exo,32283,2187,Python,12,0,0,NOT_ELIGIBLE,Poucas releases (12)
IceWhaleTech,CasaOS,32278,1785,Go,97,2600,15.7,RAPID,15.7 dias entre releases
XTLS,Xray-core,32275,4668,Go,96,18600,19.5,RAPID,19.5 dias entre releases
google,material-design-lite,32243,4972,HTML,14,0,0,NOT_ELIGIBLE,Poucas releases (14)
alibaba,nacos,32230,13168,Java,86,48200,33.3,RAPID,33.3 dias entre releases
google,comprehensive-rust,32228,1923,Rust,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
lizongying,my-tv,32172,3603,C,72,1000,3.3,NOT_ELIGIBLE,Intervalo inadequado (3.3 dias)
The-Run-Philosophy-Organization,run,32140,2602,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
Raphire,Win11Debloat,32127,1258,PowerShell,12,0,0,NOT_ELIGIBLE,Poucas releases (12)
binarywang,WxJava,32109,8991,Java,30,54400,107.8,SLOW,107.8 dias entre releases
vercel,swr,32078,1295,TypeScript,123,19400,18.4,RAPID,18.4 dias entre releases
yewstack,yew,32075,1448,Rust,35,43700,65.0,SLOW,65.0 dias entre releases
ziadoz,awesome-php,32068,5130,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
floating-ui,floating-ui,32057,1660,TypeScript,497,11900,12.7,RAPID,12.7 dias entre releases
zeromicro,go-zero,32055,4219,Go,145,31800,17.8,RAPID,17.8 dias entre releases
Textualize,textual,32003,1008,Python,192,18200,10.1,RAPID,10.1 dias entre releases
qier222,YesPlayMusic,31978,4687,Vue,32,7600,63.1,SLOW,63.1 dias entre releases
remix-run,remix,31947,2711,TypeScript,224,75400,12.8,RAPID,12.8 dias entre releases
open-mmlab,mmdetection,31939,9780,Python,53,45500,27.7,RAPID,27.7 dias entre releases
facebookresearch,fairseq,31918,6622,Python,16,0,0,NOT_ELIGIBLE,Poucas releases (16)
Chanzhaoyu,chatgpt-web,31911,11101,Vue,43,7900,14.1,RAPID,14.1 dias entre releases
1Panel-dev,1Panel,31904,2819,Go,99,9200,10.3,RAPID,10.3 dias entre releases
yunjey,pytorch-tutorial,31900,8264,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
schollz,croc,31882,1248,Go,178,12400,22.0,RAPID,22.0 dias entre releases
filebrowser,filebrowser,31849,3554,Go,102,22100,29.7,RAPID,29.7 dias entre releases
kuchin,awesome-cto,31846,1948,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
mli,paper-reading,31845,2738,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
google-ai-edge,mediapipe,31835,5599,C++,63,10300,36.2,NOT_ELIGIBLE,Intervalo inadequado (36.2 dias)
linera-io,linera-protocol,31829,2202,Rust,19,0,0,NOT_ELIGIBLE,Poucas releases (19)
Trinea,android-open-project,31822,11899,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
ZuodaoTech,everyone-can-use-english,31818,4528,TypeScript,48,7100,10.4,RAPID,10.4 dias entre releases
hasura,graphql-engine,31793,2844,TypeScript,296,42200,10.1,RAPID,10.1 dias entre releases
labstack,echo,31756,2296,Go,109,30500,38.4,NOT_ELIGIBLE,Intervalo inadequado (38.4 dias)
hyprwm,Hyprland,31755,1382,C++,98,55100,13.9,RAPID,13.9 dias entre releases
backstage,backstage,31730,6886,TypeScript,462,247600,6.5,RAPID,6.5 dias entre releases
derailed,k9s,31723,1999,Go,255,35800,14.7,RAPID,14.7 dias entre releases
lutzroeder,netron,31719,3019,JavaScript,2,0,0,NOT_ELIGIBLE,Poucas releases (2)
shardeum,shardeum,31716,696,TypeScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
ocrmypdf,OCRmyPDF,31689,2201,Python,44,11700,21.3,RAPID,21.3 dias entre releases
sst,opencode,31668,2451,TypeScript,471,26500,2.0,NOT_ELIGIBLE,Intervalo inadequado (2.0 dias)
DioxusLabs,dioxus,31641,1348,Rust,30,38100,51.2,NOT_ELIGIBLE,Intervalo inadequado (51.2 dias)
niklasvh,html2canvas,31629,4887,TypeScript,45,5600,96.7,SLOW,96.7 dias entre releases
awesome-foss,awesome-sysadmin,31612,1846,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
cursor,cursor,31603,2090,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
MonitorControl,MonitorControl,31599,897,Swift,26,8000,102.3,SLOW,102.3 dias entre releases
