owner,name,full_name,stargazer_count,fork_count,language,total_releases,avg_release_interval_days,release_type,collaborator_count,sonarqube_analyzed,sonarqube_analyzed_at,bugs,vulnerabilities,code_smells,sqale_index,coverage,duplicated_lines_density,ncloc,complexity,cognitive_complexity,reliability_rating,security_rating,sqale_rating,alert_status
zeux,meshoptimizer,zeux/meshoptimizer,6907,581,C++,21,139.0,slow,4200,False,,,,,,,,,,,,,,
Wandmalfarbe,pandoc-latex-template,Wandmalfarbe/pandoc-latex-template,6903,998,Shell,25,65.0,slow,3600,False,,,,,,,,,,,,,,
HubSpot,vex,HubSpot/vex,6902,488,CSS,21,62.0,slow,3300,False,,,,,,,,,,,,,,
jarun,buku,jarun/buku,6899,307,Python,43,52.5,slow,8000,False,,,,,,,,,,,,,,
facebookarchive,xctool,facebookarchive/xctool,6896,732,Objective-C,28,61.0,slow,11000,False,,,,,,,,,,,,,,
wxWidgets,wxWidgets,wxWidgets/wxWidgets,6896,1862,C++,80,93.0,slow,60800,False,,,,,,,,,,,,,,
tidyverse,ggplot2,tidyverse/ggplot2,6824,2113,R,28,129.0,slow,36500,False,,,,,,,,,,,,,,
chillzhuang,SpringBlade,chillzhuang/SpringBlade,6815,1379,PLpgSQL,22,84.5,slow,100,False,,,,,,,,,,,,,,
pdfminer,pdfminer.six,pdfminer/pdfminer.six,6782,1013,Python,24,55.0,slow,15300,False,,,,,,,,,,,,,,
Angel-ML,angel,Angel-ML/angel,6780,1590,Java,20,59.0,slow,8100,False,,,,,,,,,,,,,,
mahmoud,boltons,mahmoud/boltons,6774,375,Python,23,77.5,slow,9300,False,,,,,,,,,,,,,,
doctrine,annotations,doctrine/annotations,6745,232,PHP,38,80.0,slow,19900,False,,,,,,,,,,,,,,
onionshare,onionshare,onionshare/onionshare,6744,689,Python,35,80.5,slow,28600,False,,,,,,,,,,,,,,
sj26,mailcatcher,sj26/mailcatcher,6698,596,Ruby,22,101.0,slow,5800,False,,,,,,,,,,,,,,
hedgedoc,hedgedoc,hedgedoc/hedgedoc,6677,500,TypeScript,35,62.0,slow,3500,False,,,,,,,,,,,,,,
HaxeFoundation,haxe,HaxeFoundation/haxe,6671,689,Haxe,71,70.0,slow,24500,False,,,,,,,,,,,,,,
grpc-ecosystem,go-grpc-middleware,grpc-ecosystem/go-grpc-middleware,6661,740,Go,25,69.5,slow,17000,False,,,,,,,,,,,,,,
traccar,traccar,traccar/traccar,6647,3010,Java,64,62.0,slow,22800,False,,,,,,,,,,,,,,
flarum,framework,flarum/framework,6634,861,PHP,54,52.0,slow,19900,False,,,,,,,,,,,,,,
TigerVNC,tigervnc,TigerVNC/tigervnc,6611,1097,C++,33,65.0,slow,15700,False,,,,,,,,,,,,,,
btcsuite,btcd,btcsuite/btcd,6607,2502,Go,27,78.0,slow,25000,False,,,,,,,,,,,,,,
php-pm,php-pm,php-pm/php-pm,6564,371,PHP,21,63.0,slow,7500,False,,,,,,,,,,,,,,
mgba-emu,mgba,mgba-emu/mgba,6557,890,C,40,86.0,slow,21600,False,,,,,,,,,,,,,,
mitre,caldera,mitre/caldera,6544,1263,Python,34,57.0,slow,12900,False,,,,,,,,,,,,,,
brython-dev,brython,brython-dev/brython,6527,525,Python,78,53.0,slow,12400,False,,,,,,,,,,,,,,
FlaxEngine,FlaxEngine,FlaxEngine/FlaxEngine,6497,636,C#,22,58.0,slow,9100,False,,,,,,,,,,,,,,
lballabio,QuantLib,lballabio/QuantLib,6474,2052,C++,54,91.0,slow,25100,False,,,,,,,,,,,,,,
logisim-evolution,logisim-evolution,logisim-evolution/logisim-evolution,6464,815,Java,31,55.0,slow,13400,False,,,,,,,,,,,,,,
peazip,PeaZip,peazip/PeaZip,6463,351,Pascal,88,56.0,slow,3700,False,,,,,,,,,,,,,,
EsotericSoftware,kryo,EsotericSoftware/kryo,6441,842,HTML,35,82.0,slow,9500,False,,,,,,,,,,,,,,
halide,Halide,halide/Halide,6432,1092,C++,24,76.0,slow,28400,False,,,,,,,,,,,,,,
uxlfoundation,oneTBB,uxlfoundation/oneTBB,6423,1142,C++,58,69.0,slow,12500,False,,,,,,,,,,,,,,
neutrinolabs,xrdp,neutrinolabs/xrdp,6392,1730,C,43,88.0,slow,13600,False,,,,,,,,,,,,,,
danmar,cppcheck,danmar/cppcheck,6390,1532,C++,43,78.0,slow,51800,False,,,,,,,,,,,,,,
bookshelf,bookshelf,bookshelf/bookshelf,6367,577,JavaScript,20,69.0,slow,18100,False,,,,,,,,,,,,,,
deepchem,deepchem,deepchem/deepchem,6331,1936,Python,20,138.0,slow,25700,False,,,,,,,,,,,,,,
pytransitions,transitions,pytransitions/transitions,6301,558,Python,33,64.0,slow,7900,False,,,,,,,,,,,,,,
haifengl,smile,haifengl/smile,6295,1149,Java,36,77.0,slow,7100,False,,,,,,,,,,,,,,
apache,flink-cdc,apache/flink-cdc,6265,2096,Java,23,53.5,slow,20100,False,,,,,,,,,,,,,,
madmaze,pytesseract,madmaze/pytesseract,6260,746,Python,26,54.0,slow,4600,False,,,,,,,,,,,,,,
Mbed-TLS,mbedtls,Mbed-TLS/mbedtls,6257,2793,C,74,76.5,slow,40600,False,,,,,,,,,,,,,,
chaosblade-io,chaosblade,chaosblade-io/chaosblade,6243,970,Go,28,64.0,slow,4900,False,,,,,,,,,,,,,,
jetlinks,jetlinks-community,jetlinks/jetlinks-community,6230,1807,Java,21,59.5,slow,2600,False,,,,,,,,,,,,,,
pre-commit,pre-commit-hooks,pre-commit/pre-commit-hooks,6171,763,Python,36,77.5,slow,11700,False,,,,,,,,,,,,,,
boa-dev,boa,boa-dev/boa,6168,470,Rust,26,73.0,slow,20700,False,,,,,,,,,,,,,,
redux-offline,redux-offline,redux-offline/redux-offline,6148,396,JavaScript,23,54.0,slow,5800,False,,,,,,,,,,,,,,
aisingapore,TagUI,aisingapore/TagUI,6145,631,JavaScript,23,52.0,slow,2100,False,,,,,,,,,,,,,,
mledoze,countries,mledoze/countries,6131,1276,PHP,27,83.5,slow,13200,False,,,,,,,,,,,,,,
AFLplusplus,AFLplusplus,AFLplusplus/AFLplusplus,6085,1187,C,39,53.0,slow,33500,False,,,,,,,,,,,,,,
mixxxdj,mixxx,mixxxdj/mixxx,6076,1510,C++,29,75.0,slow,40700,False,,,,,,,,,,,,,,
newmarcel,KeepingYouAwake,newmarcel/KeepingYouAwake,6072,239,Objective-C,45,54.5,slow,3700,False,,,,,,,,,,,,,,
nissl-lab,npoi,nissl-lab/npoi,6068,1482,C#,20,129.0,slow,17000,False,,,,,,,,,,,,,,
OpenMW,openmw,OpenMW/openmw,6058,990,C++,37,53.0,slow,46300,False,,,,,,,,,,,,,,
pallets-eco,flask-admin,pallets-eco/flask-admin,6039,1625,Python,28,113.5,slow,38300,False,,,,,,,,,,,,,,
ocaml,ocaml,ocaml/ocaml,6025,1187,OCaml,39,101.5,slow,46400,False,,,,,,,,,,,,,,
tailwindlabs,tailwindcss-typography,tailwindlabs/tailwindcss-typography,6022,310,JavaScript,30,61.0,slow,3900,False,,,,,,,,,,,,,,
apache,hudi,apache/hudi,6019,2440,Java,31,68.5,slow,54100,False,,,,,,,,,,,,,,
tealeg,xlsx,tealeg/xlsx,6002,822,Go,27,59.0,slow,15700,False,,,,,,,,,,,,,,
thoughtbot,administrate,thoughtbot/administrate,5994,1139,JavaScript,33,66.0,slow,29800,False,,,,,,,,,,,,,,
github,markup,github/markup,5990,3390,Ruby,21,106.5,slow,11200,False,,,,,,,,,,,,,,
contribsys,faktory,contribsys/faktory,5979,236,Go,31,67.0,slow,5300,False,,,,,,,,,,,,,,
google,google-java-format,google/google-java-format,5974,903,Java,39,65.0,slow,10400,False,,,,,,,,,,,,,,
btraceio,btrace,btraceio/btrace,5971,964,Java,33,75.0,slow,3200,False,,,,,,,,,,,,,,
cowrie,cowrie,cowrie/cowrie,5971,985,Python,23,177.0,slow,16500,False,,,,,,,,,,,,,,
doctrine,collections,doctrine/collections,5960,189,PHP,31,59.5,slow,10700,False,,,,,,,,,,,,,,
apache,pinot,apache/pinot,5948,1428,Java,23,112.0,slow,44600,False,,,,,,,,,,,,,,
airbnb,mavericks,airbnb/mavericks,5932,510,Kotlin,36,50.5,slow,7000,False,,,,,,,,,,,,,,
cisco,openh264,cisco/openh264,5923,1861,C++,20,191.0,slow,16700,False,,,,,,,,,,,,,,
graphql-rust,juniper,graphql-rust/juniper,5908,441,Rust,40,77.0,slow,16000,False,,,,,,,,,,,,,,
weibocom,motan,weibocom/motan,5903,1763,Java,28,109.0,slow,5100,False,,,,,,,,,,,,,,
Respect,Validation,Respect/Validation,5896,775,PHP,36,55.0,slow,19000,False,,,,,,,,,,,,,,
zhongyang219,MusicPlayer2,zhongyang219/MusicPlayer2,5893,456,C++,25,76.5,slow,900,False,,,,,,,,,,,,,,
JackJiang2011,MobileIMSDK,JackJiang2011/MobileIMSDK,5883,1352,Objective-C,40,65.5,slow,300,False,,,,,,,,,,,,,,
angular,flex-layout,angular/flex-layout,5865,760,TypeScript,27,62.0,slow,5700,False,,,,,,,,,,,,,,
JSQLParser,JSqlParser,JSQLParser/JSqlParser,5854,1408,Java,37,108.5,slow,17100,False,,,,,,,,,,,,,,
caarlos0,env,caarlos0/env,5834,271,Go,51,52.0,slow,7000,False,,,,,,,,,,,,,,
LSPosed,LSPosed.github.io,LSPosed/LSPosed.github.io,5821,215,HTML,23,51.0,slow,600,False,,,,,,,,,,,,,,
libfuse,libfuse,libfuse/libfuse,5818,1225,C,57,57.0,slow,23100,False,,,,,,,,,,,,,,
schemaorg,schemaorg,schemaorg/schemaorg,5813,884,HTML,25,81.0,slow,14800,False,,,,,,,,,,,,,,
doctrine,common,doctrine/common,5811,290,PHP,42,72.0,slow,22100,False,,,,,,,,,,,,,,
Kotlin,kotlinx.serialization,Kotlin/kotlinx.serialization,5810,665,Kotlin,34,56.0,slow,19100,False,,,,,,,,,,,,,,
Neargye,magic_enum,Neargye/magic_enum,5799,517,C++,23,79.0,slow,7300,False,,,,,,,,,,,,,,
dsherret,ts-morph,dsherret/ts-morph,5797,226,TypeScript,23,82.0,slow,6600,False,,,,,,,,,,,,,,
Tatsu-syo,noMeiryoUI,Tatsu-syo/noMeiryoUI,5791,174,C++,29,105.0,slow,1500,False,,,,,,,,,,,,,,
OISF,suricata,OISF/suricata,5766,1619,C,87,57.0,slow,29900,False,,,,,,,,,,,,,,
hashicorp,go-plugin,hashicorp/go-plugin,5765,493,Go,21,84.0,slow,6200,False,,,,,,,,,,,,,,
carp-lang,Carp,carp-lang/Carp,5752,179,Haskell,20,94.5,slow,6400,False,,,,,,,,,,,,,,
arvidn,libtorrent,arvidn/libtorrent,5742,1056,C++,59,53.0,slow,15600,False,,,,,,,,,,,,,,
0xERR0R,blocky,0xERR0R/blocky,5736,245,Go,32,52.0,slow,7500,False,,,,,,,,,,,,,,
HexFiend,HexFiend,HexFiend/HexFiend,5721,447,Objective-C,20,134.0,slow,8100,False,,,,,,,,,,,,,,
ledger,ledger,ledger/ledger,5711,524,C++,28,53.0,slow,24400,False,,,,,,,,,,,,,,
mislav,will_paginate,mislav/will_paginate,5705,866,Ruby,22,247.5,slow,7400,False,,,,,,,,,,,,,,
dokan-dev,dokany,dokan-dev/dokany,5686,689,C,47,56.5,slow,8800,False,,,,,,,,,,,,,,
rack,rack-attack,rack/rack-attack,5682,343,Ruby,25,64.0,slow,9300,False,,,,,,,,,,,,,,
jagrosh,MusicBot,jagrosh/MusicBot,5679,2744,Java,38,52.5,slow,1700,False,,,,,,,,,,,,,,
JanusGraph,janusgraph,JanusGraph/janusgraph,5669,1211,Java,28,63.0,slow,19800,False,,,,,,,,,,,,,,
python-attrs,attrs,python-attrs/attrs,5656,408,Python,26,122.0,slow,18000,False,,,,,,,,,,,,,,
bwmarrin,discordgo,bwmarrin/discordgo,5652,875,Go,31,113.0,slow,24100,False,,,,,,,,,,,,,,
meefik,linuxdeploy,meefik/linuxdeploy,5652,705,Java,37,59.5,slow,1800,False,,,,,,,,,,,,,,
bats-core,bats-core,bats-core/bats-core,5640,453,Shell,24,119.0,slow,14300,False,,,,,,,,,,,,,,
moxiecode,plupload,moxiecode/plupload,5627,1411,JavaScript,21,100.0,slow,6800,False,,,,,,,,,,,,,,
RIOT-OS,RIOT,RIOT-OS/RIOT,5626,2067,C,49,94.5,slow,53300,False,,,,,,,,,,,,,,
mindee,doctr,mindee/doctr,5614,596,Python,20,54.0,slow,6700,False,,,,,,,,,,,,,,
00-Evan,shattered-pixel-dungeon,00-Evan/shattered-pixel-dungeon,5612,1319,Java,51,82.0,slow,200,False,,,,,,,,,,,,,,
tianocore,edk2,tianocore/edk2,5576,2943,C,32,90.0,slow,100300,False,,,,,,,,,,,,,,
python-websockets,websockets,python-websockets/websockets,5566,573,Python,46,73.0,slow,8100,False,,,,,,,,,,,,,,
mlpack,mlpack,mlpack/mlpack,5528,1679,C++,52,53.5,slow,33400,False,,,,,,,,,,,,,,
HeidiSQL,HeidiSQL,HeidiSQL/HeidiSQL,5526,525,Pascal,32,101.0,slow,3400,False,,,,,,,,,,,,,,
karlstav,cava,karlstav/cava,5525,268,C,32,80.0,slow,9100,False,,,,,,,,,,,,,,
projectdiscovery,naabu,projectdiscovery/naabu,5522,632,Go,36,52.5,slow,6300,False,,,,,,,,,,,,,,
commixproject,commix,commixproject/commix,5518,902,Python,39,69.5,slow,2300,False,,,,,,,,,,,,,,
day8,re-frame,day8/re-frame,5506,718,Clojure,44,51.0,slow,21300,False,,,,,,,,,,,,,,
microsoft,Windows-classic-samples,microsoft/Windows-classic-samples,5489,3320,Unknown,120,52.5,slow,1700,False,,,,,,,,,,,,,,
ServiceStack,ServiceStack,ServiceStack/ServiceStack,5483,1628,C#,83,52.5,slow,34700,False,,,,,,,,,,,,,,
mhammond,pywin32,mhammond/pywin32,5477,844,C++,20,133.0,slow,10900,False,,,,,,,,,,,,,,
vercel,ms,vercel/ms,5453,285,TypeScript,20,134.0,slow,4100,False,,,,,,,,,,,,,,
haraka,Haraka,haraka/Haraka,5452,689,JavaScript,36,52.5,slow,20900,False,,,,,,,,,,,,,,
Dash-Industry-Forum,dash.js,Dash-Industry-Forum/dash.js,5449,1729,JavaScript,59,56.5,slow,23900,False,,,,,,,,,,,,,,
Ne0nd0g,merlin,Ne0nd0g/merlin,5418,843,Go,30,66.0,slow,1700,False,,,,,,,,,,,,,,
cnr-isti-vclab,meshlab,cnr-isti-vclab/meshlab,5411,866,C++,27,53.0,slow,8300,False,,,,,,,,,,,,,,
Platane,snk,Platane/snk,5385,2106,TypeScript,40,63.0,slow,700,False,,,,,,,,,,,,,,
prometheus,blackbox_exporter,prometheus/blackbox_exporter,5383,1157,Go,33,95.0,slow,13700,False,,,,,,,,,,,,,,
LibreCAD,LibreCAD,LibreCAD/LibreCAD,5371,1137,C++,23,118.0,slow,16500,False,,,,,,,,,,,,,,
hylang,hy,hylang/hy,5361,372,Python,22,148.0,slow,18000,False,,,,,,,,,,,,,,
ClosedXML,ClosedXML,ClosedXML/ClosedXML,5351,906,C#,45,55.0,slow,11700,False,,,,,,,,,,,,,,
cubefs,cubefs,cubefs/cubefs,5312,678,Go,42,55.0,slow,17400,False,,,,,,,,,,,,,,
ImageOptim,gifski,ImageOptim/gifski,5306,165,Rust,36,58.0,slow,2400,False,,,,,,,,,,,,,,
GothenburgBitFactory,taskwarrior,GothenburgBitFactory/taskwarrior,5301,374,C++,21,64.0,slow,20000,False,,,,,,,,,,,,,,
gnif,LookingGlass,gnif/LookingGlass,5294,288,C,24,104.0,slow,7700,False,,,,,,,,,,,,,,
umputun,remark42,umputun/remark42,5291,417,Go,24,74.0,slow,15100,False,,,,,,,,,,,,,,
Lymphatus,caesium-image-compressor,Lymphatus/caesium-image-compressor,5264,310,C++,31,51.5,slow,4000,False,,,,,,,,,,,,,,
tummychow,git-absorb,tummychow/git-absorb,5257,86,Rust,21,86.0,slow,4200,False,,,,,,,,,,,,,,
dunst-project,dunst,dunst-project/dunst,5247,365,C,25,96.0,slow,17100,False,,,,,,,,,,,,,,
hneemann,Digital,hneemann/Digital,5239,528,Java,35,59.0,slow,3100,False,,,,,,,,,,,,,,
Azgaar,Fantasy-Map-Generator,Azgaar/Fantasy-Map-Generator,5239,808,JavaScript,20,62.0,slow,6000,False,,,,,,,,,,,,,,
rails,thor,rails/thor,5213,550,Ruby,31,178.0,slow,25700,False,,,,,,,,,,,,,,
mozillazg,python-pinyin,mozillazg/python-pinyin,5198,626,Python,38,53.0,slow,2800,False,,,,,,,,,,,,,,
OpenShot,openshot-qt,OpenShot/openshot-qt,5188,631,Python,25,98.0,slow,6200,False,,,,,,,,,,,,,,
intel,hyperscan,intel/hyperscan,5188,764,C++,24,77.5,slow,3100,False,,,,,,,,,,,,,,
jwilder,dockerize,jwilder/dockerize,5173,425,Go,21,89.0,slow,5200,False,,,,,,,,,,,,,,
LWJGL,lwjgl3,LWJGL/lwjgl3,5169,670,Java,21,134.5,slow,5300,False,,,,,,,,,,,,,,
Netflix,vmaf,Netflix/vmaf,5152,797,Python,23,110.5,slow,10700,False,,,,,,,,,,,,,,
burrowers,garble,burrowers/garble,5141,321,Go,25,57.0,slow,2100,False,,,,,,,,,,,,,,
the1812,Malware-Patch,the1812/Malware-Patch,5140,313,C#,33,62.0,slow,200,False,,,,,,,,,,,,,,
qtile,qtile,qtile/qtile,5139,719,Python,26,77.5,slow,44100,False,,,,,,,,,,,,,,
google-ar,arcore-android-sdk,google-ar/arcore-android-sdk,5137,1253,C++,59,54.0,slow,1400,False,,,,,,,,,,,,,,
django-crispy-forms,django-crispy-forms,django-crispy-forms/django-crispy-forms,5136,729,Python,27,101.5,slow,22900,False,,,,,,,,,,,,,,
google,highway,google/highway,5132,387,C++,23,55.5,slow,10200,False,,,,,,,,,,,,,,
leokhoa,laragon,leokhoa/laragon,5124,468,PHP,25,52.0,slow,4000,False,,,,,,,,,,,,,,
patriciogonzalezvivo,glslViewer,patriciogonzalezvivo/glslViewer,5113,366,C++,30,56.5,slow,5500,False,,,,,,,,,,,,,,
dorssel,usbipd-win,dorssel/usbipd-win,5096,313,C#,29,52.5,slow,1400,False,,,,,,,,,,,,,,
4gray,iptvnator,4gray/iptvnator,5093,646,TypeScript,28,54.0,slow,3900,False,,,,,,,,,,,,,,
rasbt,mlxtend,rasbt/mlxtend,5083,886,Python,32,92.0,slow,11100,False,,,,,,,,,,,,,,
volcano-sh,volcano,volcano-sh/volcano,5069,1208,Go,40,57.0,slow,38700,False,,,,,,,,,,,,,,
tboox,tbox,tboox/tbox,5066,750,C,23,165.0,slow,3500,False,,,,,,,,,,,,,,
phusion,passenger,phusion/passenger,5062,556,C++,33,61.0,slow,14300,False,,,,,,,,,,,,,,
get-alex,alex,get-alex/alex,5060,212,JavaScript,33,53.0,slow,4400,False,,,,,,,,,,,,,,
kubernetes,website,kubernetes/website,5059,15103,HTML,29,117.5,slow,659900,False,,,,,,,,,,,,,,
OpenTSDB,opentsdb,OpenTSDB/opentsdb,5058,1240,Java,27,128.0,slow,17500,False,,,,,,,,,,,,,,
,wgcloutianshiyeben,wgcloud,tianshiyeben/wgcloud,5046,893,Java,29,64.0,,False,,,,,,,,,,,,,,,
confluentinc,confluent-kafka-go,confluentinc/confluent-kafka-go,5038,695,HTML,32,72.0,slow,9200,False,,,,,,,,,,,,,,
bootboxjs,bootbox,bootboxjs/bootbox,5038,1032,JavaScript,27,68.0,slow,9100,False,,,,,,,,,,,,,,
racket,racket,racket/racket,5032,687,Racket,20,88.0,slow,45400,False,,,,,,,,,,,,,,
containers,bubblewrap,containers/bubblewrap,5021,268,C,23,111.0,slow,6400,False,,,,,,,,,,,,,,
apple,coremltools,apple/coremltools,5020,732,Python,45,58.5,slow,19900,False,,,,,,,,,,,,,,
butlerx,wetty,butlerx/wetty,5005,735,TypeScript,23,55.0,slow,7600,False,,,,,,,,,,,,,,
google,grr,google/grr,4995,792,Python,30,92.0,slow,5300,False,,,,,,,,,,,,,,
PHP-FFMpeg,PHP-FFMpeg,PHP-FFMpeg/PHP-FFMpeg,4992,900,PHP,27,80.0,slow,8100,False,,,,,,,,,,,,,,
wp-cli,wp-cli,wp-cli/wp-cli,4987,1005,PHP,55,63.0,slow,23700,False,,,,,,,,,,,,,,
NVIDIA,thrust,NVIDIA/thrust,4986,763,C++,49,79.0,slow,10700,False,,,,,,,,,,,,,,
ReactiveX,RxPY,ReactiveX/RxPY,4974,367,Python,20,91.0,slow,10500,False,,,,,,,,,,,,,,
JodaOrg,joda-time,JodaOrg/joda-time,4973,1015,Java,50,66.0,slow,11000,False,,,,,,,,,,,,,,
Bogdanp,dramatiq,Bogdanp/dramatiq,4972,347,Python,28,79.5,slow,12500,False,,,,,,,,,,,,,,
zalando,postgres-operator,zalando/postgres-operator,4965,1054,Go,26,76.0,slow,20600,False,,,,,,,,,,,,,,
tidyverse,dplyr,tidyverse/dplyr,4960,2133,R,43,55.5,slow,29700,False,,,,,,,,,,,,,,
panda3d,panda3d,panda3d/panda3d,4955,847,C++,22,128.0,slow,17600,False,,,,,,,,,,,,,,
bcpierce00,unison,bcpierce00/unison,4939,257,OCaml,20,176.0,slow,5600,False,,,,,,,,,,,,,,
lugg,react-native-config,lugg/react-native-config,4931,660,Java,32,57.5,slow,12500,False,,,,,,,,,,,,,,
sindresorhus,electron-store,sindresorhus/electron-store,4926,161,JavaScript,27,54.0,slow,1900,False,,,,,,,,,,,,,,
ossec,ossec-hids,ossec/ossec-hids,4913,1065,C,30,88.0,slow,18900,False,,,,,,,,,,,,,,
Qix-,color,Qix-/color,4910,274,JavaScript,21,62.0,slow,4600,False,,,,,,,,,,,,,,
tianon,gosu,tianon/gosu,4900,351,Shell,20,133.5,slow,1500,False,,,,,,,,,,,,,,
TimOliver,TOCropViewController,TimOliver/TOCropViewController,4880,1006,Objective-C,20,83.5,slow,11800,False,,,,,,,,,,,,,,
jazzband,django-silk,jazzband/django-silk,4861,352,Python,48,67.0,slow,16400,False,,,,,,,,,,,,,,
bbc,wraith,bbc/wraith,4844,358,Ruby,30,59.0,slow,8300,False,,,,,,,,,,,,,,
apache,maven,apache/maven,4842,2787,Java,27,53.0,slow,26200,False,,,,,,,,,,,,,,
google-deepmind,open_spiel,google-deepmind/open_spiel,4839,1039,C++,22,77.0,slow,20700,False,,,,,,,,,,,,,,
variadico,noti,variadico/noti,4833,140,Go,24,87.0,slow,2900,False,,,,,,,,,,,,,,
arrayfire,arrayfire,arrayfire/arrayfire,4822,550,C++,35,53.0,slow,9600,False,,,,,,,,,,,,,,
moneyphp,money,moneyphp/money,4802,449,PHP,44,62.5,slow,10200,False,,,,,,,,,,,,,,
quantumlib,Cirq,quantumlib/Cirq,4766,1152,Python,30,79.0,slow,25900,False,,,,,,,,,,,,,,
RodZill4,material-maker,RodZill4/material-maker,4761,277,GDScript,35,55.0,slow,3800,False,,,,,,,,,,,,,,
Ullaakut,cameradar,Ullaakut/cameradar,4755,584,Go,24,64.0,slow,1600,False,,,,,,,,,,,,,,
pytorch,ignite,pytorch/ignite,4712,656,Python,25,114.0,slow,22500,False,,,,,,,,,,,,,,
3proxy,3proxy,3proxy/3proxy,4705,864,C,28,65.0,slow,1000,False,,,,,,,,,,,,,,
deepjavalibrary,djl,deepjavalibrary/djl,4691,730,Java,36,67.0,slow,14900,False,,,,,,,,,,,,,,
angryip,ipscan,angryip/ipscan,4682,782,Java,32,84.0,slow,3900,False,,,,,,,,,,,,,,
tencentmusic,cube-studio,tencentmusic/cube-studio,4682,822,Python,21,71.5,slow,4000,False,,,,,,,,,,,,,,
stleary,JSON-java,stleary/JSON-java,4676,2593,Java,24,129.0,slow,12000,False,,,,,,,,,,,,,,
scala-js,scala-js,scala-js/scala-js,4675,401,Scala,33,64.0,slow,10600,False,,,,,,,,,,,,,,
nomcopter,react-mosaic,nomcopter/react-mosaic,4672,237,TypeScript,39,51.0,slow,1900,False,,,,,,,,,,,,,,
SadeghHayeri,GreenTunnel,SadeghHayeri/GreenTunnel,4669,295,JavaScript,20,51.0,slow,1500,False,,,,,,,,,,,,,,
lc,gau,lc/gau,4669,501,Go,22,64.0,slow,1600,False,,,,,,,,,,,,,,
offu,WeRoBot,offu/WeRoBot,4664,998,Python,28,76.0,slow,2400,False,,,,,,,,,,,,,,
rusterlium,rustler,rusterlium/rustler,4657,232,Rust,25,77.0,slow,8300,False,,,,,,,,,,,,,,
carltongibson,django-filter,carltongibson/django-filter,4651,767,Python,23,116.0,slow,22000,False,,,,,,,,,,,,,,
hhatto,autopep8,hhatto/autopep8,4648,288,Python,30,65.0,slow,6300,False,,,,,,,,,,,,,,
xfangfang,wiliwili,xfangfang/wiliwili,4637,206,C++,22,58.0,slow,1500,False,,,,,,,,,,,,,,
MrSwitch,hello.js,MrSwitch/hello.js,4634,599,JavaScript,35,66.0,slow,7500,False,,,,,,,,,,,,,,
Masterminds,sprig,Masterminds/sprig,4620,469,Go,33,61.0,slow,10200,False,,,,,,,,,,,,,,
autofac,Autofac,autofac/Autofac,4616,847,C#,46,54.0,slow,8400,False,,,,,,,,,,,,,,
FormidableLabs,react-live,FormidableLabs/react-live,4570,257,TypeScript,32,54.0,slow,6700,False,,,,,,,,,,,,,,
objectbox,objectbox-java,objectbox/objectbox-java,4562,305,Java,49,51.0,slow,1100,False,,,,,,,,,,,,,,
Varying-Vagrant-Vagrants,VVV,Varying-Vagrant-Vagrants/VVV,4536,841,Shell,26,118.0,slow,17600,False,,,,,,,,,,,,,,
h2database,h2database,h2database/h2database,4516,1279,Java,24,81.0,slow,20000,False,,,,,,,,,,,,,,
magefile,mage,magefile/mage,4515,271,Go,21,55.0,slow,7400,False,,,,,,,,,,,,,,
tailwindlabs,tailwindcss-forms,tailwindlabs/tailwindcss-forms,4513,227,HTML,26,69.0,slow,1900,False,,,,,,,,,,,,,,
kasper,phoenix,kasper/phoenix,4508,128,Objective-C,22,103.0,slow,2600,False,,,,,,,,,,,,,,
tensorflow,datasets,tensorflow/datasets,4499,1590,Python,37,62.5,slow,32300,False,,,,,,,,,,,,,,
OAID,Tengine,OAID/Tengine,4495,982,C++,20,51.0,slow,8200,False,,,,,,,,,,,,,,
mozilla,rhino,mozilla/rhino,4484,903,JavaScript,32,244.0,slow,14700,False,,,,,,,,,,,,,,
tokio-rs,prost,tokio-rs/prost,4476,583,Rust,38,52.0,slow,16200,False,,,,,,,,,,,,,,
improbable-eng,grpc-web,improbable-eng/grpc-web,4473,443,TypeScript,21,70.0,slow,9300,False,,,,,,,,,,,,,,
KnpLabs,snappy,KnpLabs/snappy,4465,438,PHP,29,62.0,slow,9900,False,,,,,,,,,,,,,,
freedomofpress,dangerzone,freedomofpress/dangerzone,4460,212,Python,24,82.0,slow,3300,False,,,,,,,,,,,,,,
jacoco,jacoco,jacoco/jacoco,4441,1186,Java,50,86.0,slow,6000,False,,,,,,,,,,,,,,
kermitt2,grobid,kermitt2/grobid,4439,521,Java,22,180.0,slow,6700,False,,,,,,,,,,,,,,
zdhxiong,mdui,zdhxiong/mdui,4427,377,TypeScript,23,99.0,slow,1000,False,,,,,,,,,,,,,,
zeux,pugixml,zeux/pugixml,4416,783,C++,22,260.0,slow,8600,False,,,,,,,,,,,,,,
has2k1,plotnine,has2k1/plotnine,4411,244,Python,33,63.0,slow,11300,False,,,,,,,,,,,,,,
airbnb,DeepLinkDispatch,airbnb/DeepLinkDispatch,4400,410,Java,24,53.0,slow,5400,False,,,,,,,,,,,,,,
thoughtbot,neat,thoughtbot/neat,4390,422,Ruby,25,73.0,slow,6400,False,,,,,,,,,,,,,,
VREMSoftwareDevelopment,WiFiAnalyzer,VREMSoftwareDevelopment/WiFiAnalyzer,4381,698,Kotlin,31,87.5,slow,5400,False,,,,,,,,,,,,,,
